Yahoo Ticker,Name,Sector,Asset Class,Location,Ticker,Exchange,Currency
TRGP,TARGA RESOURCES CORP,Energy,Equity,United States,TRGP,New York Stock Exchange Inc.,USD
4523.T,EISAI LTD,Health Care,Equity,Japan,4523,Tokyo Stock Exchange,JPY
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,Equity,United States,PLTR,New York Stock Exchange Inc.,USD
8630.T,SOMPO HOLDINGS INC,Financials,Equity,Japan,8630,Tokyo Stock Exchange,JPY
Z74.SI,SINGAPORE TELECOMMUNICATIONS LTD,Communication,Equity,Singapore,Z74,Singapore Exchange,SGD
KRZ.IR,KERRY GROUP PLC,Consumer Staples,Equity,Ireland,KRZ,Irish Stock Exchange - All Market,EUR
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Equity,United States,MGM,New York Stock Exchange Inc.,USD
2502.T,ASAHI GROUP HOLDINGS LTD,Consumer Staples,Equity,Japan,2502,Tokyo Stock Exchange,JPY
ATO,ATMOS ENERGY CORP,Utilities,Equity,United States,ATO,New York Stock Exchange Inc.,USD
RTO.L,RENTOKIL INITIAL PLC,Industrials,Equity,United Kingdom,RTO,London Stock Exchange,GBP
BURL,BURLINGTON STORES INC,Consumer Discretionary,Equity,United States,BURL,New York Stock Exchange Inc.,USD
ESS,ESSEX PROPERTY TRUST REIT INC,Real Estate,Equity,United States,ESS,New York Stock Exchange Inc.,USD
EDP.LS,EDP ENERGIAS DE PORTUGAL SA,Utilities,Equity,Portugal,EDP,Nyse Euronext - Euronext Lisbon,EUR
INCY,INCYTE CORP,Health Care,Equity,United States,INCY,NASDAQ,USD
UHR.SW,THE SWATCH GROUP AG,Consumer Discretionary,Equity,Switzerland,UHR,SIX Swiss Exchange,CHF
7011.T,MITSUBISHI HEAVY INDUSTRIES LTD,Industrials,Equity,Japan,7011,Tokyo Stock Exchange,JPY
HNR1.DE,HANNOVER RUECK,Financials,Equity,Germany,HNR1,Xetra,EUR
CCO.TO,CAMECO CORP,Energy,Equity,Canada,CCO,Toronto Stock Exchange,CAD
RPM,RPM INTERNATIONAL INC,Materials,Equity,United States,RPM,New York Stock Exchange Inc.,USD
ALLY,ALLY FINANCIAL INC,Financials,Equity,United States,ALLY,New York Stock Exchange Inc.,USD
FOXA,FOX CORP CLASS A,Communication,Equity,United States,FOXA,NASDAQ,USD
2413.T,M3 INC,Health Care,Equity,Japan,2413,Tokyo Stock Exchange,JPY
CZR,CAESARS ENTERTAINMENT INC,Consumer Discretionary,Equity,United States,CZR,NASDAQ,USD
BOL.ST,BOLIDEN,Materials,Equity,Sweden,BOL,Nasdaq Omx Nordic,SEK
TPL,TEXAS PACIFIC LAND CORP,Energy,Equity,United States,TPL,New York Stock Exchange Inc.,USD
LISN.SW,CHOCOLADEFABRIKEN LINDT & SPRUENGL,Consumer Staples,Equity,Switzerland,LISN,SIX Swiss Exchange,CHF
OKTA,OKTA INC CLASS A,Information Technology,Equity,United States,OKTA,NASDAQ,USD
SUN.AX,SUNCORP GROUP LTD,Financials,Equity,Australia,SUN,Asx - All Markets,AUD
RHM.DE,RHEINMETALL AG,Industrials,Equity,Germany,RHM,Xetra,EUR
QIA.DE,QIAGEN NV,Health Care,Equity,Germany,QIA,Xetra,EUR
NHY.OL,NORSK HYDRO,Materials,Equity,Norway,NHY,Oslo Bors Asa,NOK
ZS,ZSCALER INC,Information Technology,Equity,United States,ZS,NASDAQ,USD
TRN.MI,TERNA RETE ELETTRICA NAZIONALE,Utilities,Equity,Italy,TRN,Borsa Italiana,EUR
AMH,AMERICAN HOMES RENT REIT CLASS A,Real Estate,Equity,United States,AMH,New York Stock Exchange Inc.,USD
OVV,OVINTIV INC,Energy,Equity,United States,OVV,New York Stock Exchange Inc.,USD
WTRG,ESSENTIAL UTILITIES INC,Utilities,Equity,United States,WTRG,New York Stock Exchange Inc.,USD
3659.T,NEXON LTD,Communication,Equity,Japan,3659,Tokyo Stock Exchange,JPY
7309.T,SHIMANO INC,Consumer Discretionary,Equity,Japan,7309,Tokyo Stock Exchange,JPY
EQT,EQT CORP,Energy,Equity,United States,EQT,New York Stock Exchange Inc.,USD
CDAY,CERIDIAN HCM HOLDING INC,Information Technology,Equity,United States,CDAY,New York Stock Exchange Inc.,USD
NI,NISOURCE INC,Utilities,Equity,United States,NI,New York Stock Exchange Inc.,USD
NXT.L,NEXT PLC,Consumer Discretionary,Equity,United Kingdom,NXT,London Stock Exchange,GBP
OC,OWENS CORNING,Industrials,Equity,United States,OC,New York Stock Exchange Inc.,USD
LISP.SW,CHOCOLADEFABRIKEN LINDT & SPRUENGL,Consumer Staples,Equity,Switzerland,LISP,SIX Swiss Exchange,CHF
BXP,BOSTON PROPERTIES REIT INC,Real Estate,Equity,United States,BXP,New York Stock Exchange Inc.,USD
ALLE,ALLEGION PLC,Industrials,Equity,United States,ALLE,New York Stock Exchange Inc.,USD
CPB,CAMPBELL SOUP,Consumer Staples,Equity,United States,CPB,New York Stock Exchange Inc.,USD
BKI,BLACK KNIGHT INC,Information Technology,Equity,United States,BKI,New York Stock Exchange Inc.,USD
ALFA.ST,ALFA LAVAL,Industrials,Equity,Sweden,ALFA,Nasdaq Omx Nordic,SEK
TFII.TO,TFI INTERNATIONAL INC,Industrials,Equity,Canada,TFII,Toronto Stock Exchange,CAD
1605.T,INPEX CORP,Energy,Equity,Japan,1605,Tokyo Stock Exchange,JPY
6869.T,SYSMEX CORP,Health Care,Equity,Japan,6869,Tokyo Stock Exchange,JPY
JNPR,JUNIPER NETWORKS INC,Information Technology,Equity,United States,JNPR,New York Stock Exchange Inc.,USD
CLF,CLEVELAND CLIFFS INC,Materials,Equity,United States,CLF,New York Stock Exchange Inc.,USD
SPX.L,SPIRAX-SARCO ENGINEERING PLC,Industrials,Equity,United Kingdom,SPX,London Stock Exchange,GBP
BIO,BIO RAD LABORATORIES INC CLASS A,Health Care,Equity,United States,BIO,New York Stock Exchange Inc.,USD
DAR,DARLING INGREDIENTS INC,Consumer Staples,Equity,United States,DAR,New York Stock Exchange Inc.,USD
VACN.SW,VAT GROUP AG,Industrials,Equity,Switzerland,VACN,SIX Swiss Exchange,CHF
TW,TRADEWEB MARKETS INC CLASS A,Financials,Equity,United States,TW,NASDAQ,USD
ARX.TO,ARC RESOURCES LTD,Energy,Equity,Canada,ARX,Toronto Stock Exchange,CAD
ELISA.HE,ELISA,Communication,Equity,Finland,ELISA,Nasdaq Omx Helsinki Ltd.,EUR
CHK,CHESAPEAKE ENERGY CORP,Energy,Equity,United States,CHK,NASDAQ,USD
TEL.OL,TELENOR,Communication,Equity,Norway,TEL,Oslo Bors Asa,NOK
MPW,MEDICAL PROPERTIES TRUST REIT INC,Real Estate,Equity,United States,MPW,New York Stock Exchange Inc.,USD
RAND.AS,RANDSTAD HOLDING,Industrials,Equity,Netherlands,RAND,Euronext Amsterdam,EUR
HEI,HEICO CORP,Industrials,Equity,United States,HEI,New York Stock Exchange Inc.,USD
HAS,HASBRO INC,Consumer Discretionary,Equity,United States,HAS,NASDAQ,USD
9613.T,NTT DATA CORP,Information Technology,Equity,Japan,9613,Tokyo Stock Exchange,JPY
6645.T,OMRON CORP,Information Technology,Equity,Japan,6645,Tokyo Stock Exchange,JPY
MAERSK-A.CO,A P MOLLER MAERSK,Industrials,Equity,Denmark,MAERSK A,Omx Nordic Exchange Copenhagen A/S,DKK
SEIC,SEI INVESTMENTS,Financials,Equity,United States,SEIC,NASDAQ,USD
VST,VISTRA CORP,Utilities,Equity,United States,VST,New York Stock Exchange Inc.,USD
EN.PA,BOUYGUES SA,Industrials,Equity,France,EN,Nyse Euronext - Euronext Paris,EUR
SEE,SEALED AIR CORP,Materials,Equity,United States,SEE,New York Stock Exchange Inc.,USD
SPSN.SW,SWISS PRIME SITE AG,Real Estate,Equity,Switzerland,SPSN,SIX Swiss Exchange,CHF
MKL,MARKEL CORP,Financials,Equity,United States,MKL,New York Stock Exchange Inc.,USD
L.TO,LOBLAW COMPANIES LTD,Consumer Staples,Equity,Canada,L,Toronto Stock Exchange,CAD
AVTR,AVANTOR INC,Health Care,Equity,United States,AVTR,New York Stock Exchange Inc.,USD
GLPI,GAMING AND LEISURE PROPERTIES REIT,Real Estate,Equity,United States,GLPI,NASDAQ,USD
ARES,ARES MANAGEMENT CORP CLASS A,Financials,Equity,United States,ARES,New York Stock Exchange Inc.,USD
6326.T,KUBOTA CORP,Industrials,Equity,Japan,6326,Tokyo Stock Exchange,JPY
STO.AX,SANTOS LTD,Energy,Equity,Australia,STO,Asx - All Markets,AUD
SSNC,SS AND C TECHNOLOGIES HOLDINGS INC,Information Technology,Equity,United States,SSNC,NASDAQ,USD
ALL.AX,ARISTOCRAT LEISURE LTD,Consumer Discretionary,Equity,Australia,ALL,Asx - All Markets,AUD
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Communication,Equity,United States,IPG,New York Stock Exchange Inc.,USD
S32.AX,SOUTH32 LTD,Materials,Equity,Australia,S32,Asx - All Markets,AUD
PTC,PTC INC,Information Technology,Equity,United States,PTC,NASDAQ,USD
FFH.TO,FAIRFAX FINANCIAL HOLDINGS SUB VOT,Financials,Equity,Canada,FFH,Toronto Stock Exchange,CAD
SWK,STANLEY BLACK & DECKER INC,Industrials,Equity,United States,SWK,New York Stock Exchange Inc.,USD
WSP.TO,WSP GLOBAL INC,Industrials,Equity,Canada,WSP,Toronto Stock Exchange,CAD
SCMN.SW,SWISSCOM AG,Communication,Equity,Switzerland,SCMN,SIX Swiss Exchange,CHF
ENTG,ENTEGRIS INC,Information Technology,Equity,United States,ENTG,NASDAQ,USD
SGRO.L,SEGRO REIT PLC,Real Estate,Equity,United Kingdom,SGRO,London Stock Exchange,GBP
7832.T,BANDAI NAMCO HOLDINGS INC,Consumer Discretionary,Equity,Japan,7832,Tokyo Stock Exchange,JPY
FNF,FIDELITY NATIONAL FINANCIAL INC,Financials,Equity,United States,FNF,New York Stock Exchange Inc.,USD
TECH,BIO TECHNE CORP,Health Care,Equity,United States,TECH,NASDAQ,USD
HSIC,HENRY SCHEIN INC,Health Care,Equity,United States,HSIC,NASDAQ,USD
QRVO,QORVO INC,Information Technology,Equity,United States,QRVO,NASDAQ,USD
KPN.AS,KONINKLIJKE KPN NV,Communication,Equity,Netherlands,KPN,Euronext Amsterdam,EUR
CCK,CROWN HOLDINGS INC,Materials,Equity,United States,CCK,New York Stock Exchange Inc.,USD
4684.T,OBIC LTD,Information Technology,Equity,Japan,4684,Tokyo Stock Exchange,JPY
TFX,TELEFLEX INC,Health Care,Equity,United States,TFX,New York Stock Exchange Inc.,USD
FM.TO,FIRST QUANTUM MINERALS LTD,Materials,Equity,Canada,FM,Toronto Stock Exchange,CAD
MTCH,MATCH GROUP INC,Communication,Equity,United States,MTCH,NASDAQ,USD
CCEP.AS,COCA COLA EUROPACIFIC PARTNERS PLC,Consumer Staples,Equity,Netherlands,CCEP,NASDAQ,EUR
LOGN.SW,LOGITECH INTERNATIONAL SA,Information Technology,Equity,Switzerland,LOGN,SIX Swiss Exchange,CHF
CRDA.L,CRODA INTERNATIONAL PLC,Materials,Equity,United Kingdom,CRDA,London Stock Exchange,GBP
BLND.L,BRITISH LAND REIT PLC,Real Estate,Equity,United Kingdom,BLND,London Stock Exchange,GBP
EMP-A.TO,EMPIRE LTD CLASS A,Consumer Staples,Equity,Canada,EMP.A,Toronto Stock Exchange,CAD
REA.AX,REA GROUP LTD,Communication,Equity,Australia,REA,Asx - All Markets,AUD
REC.MI,RECORDATI INDUSTRIA CHIMICA E FARM,Health Care,Equity,Italy,REC,Borsa Italiana,EUR
DIE.BR,DIETEREN (D) SA,Consumer Discretionary,Equity,Belgium,DIE,Nyse Euronext - Euronext Brussels,EUR
G13.SI,GENTING SINGAPORE LTD,Consumer Discretionary,Equity,Singapore,G13,Singapore Exchange,SGD
ORI.AX,ORICA LTD,Materials,Equity,Australia,ORI,Asx - All Markets,AUD
IEL.AX,IDP EDUCATION PTY LTDINARY,Consumer Discretionary,Equity,Australia,IEL,Asx - All Markets,AUD
SCHN.SW,SCHINDLER HOLDING AG,Industrials,Equity,Switzerland,SCHN,SIX Swiss Exchange,CHF
EVK.DE,EVONIK INDUSTRIES AG,Materials,Equity,Germany,EVK,Xetra,EUR
ELI.BR,ELIA GROUP SA,Utilities,Equity,Belgium,ELI,Nyse Euronext - Euronext Brussels,EUR
LUN.TO,LUNDIN MINING CORP,Materials,Equity,Canada,LUN,Toronto Stock Exchange,CAD
GRF.MC,GRIFOLS SA CLASS A,Health Care,Equity,Spain,GRF,Bolsa De Madrid,EUR
MEL.NZ,MERIDIAN ENERGY LTD,Utilities,Equity,New Zealand,MEL,New Zealand Exchange Ltd,NZD
7261.T,MAZDA MOTOR CORP,Consumer Discretionary,Equity,Japan,7261,Tokyo Stock Exchange,JPY
SDR.L,SCHRODERS PLC,Financials,Equity,United Kingdom,SDR,London Stock Exchange,GBP
DVA,DAVITA INC,Health Care,Equity,United States,DVA,New York Stock Exchange Inc.,USD
CLN.SW,CLARIANT AG,Materials,Equity,Switzerland,CLN,SIX Swiss Exchange,CHF
VOE.VI,VOESTALPINE AG,Materials,Equity,Austria,VOE,Wiener Boerse Ag,EUR
BIM.PA,BIOMERIEUX SA,Health Care,Equity,France,BIM,Nyse Euronext - Euronext Paris,EUR
9766.T,KONAMI GROUP CORP,Communication,Equity,Japan,9766,Tokyo Stock Exchange,JPY
VOLV-A.ST,VOLVO CLASS A,Industrials,Equity,Sweden,VOLV A,Nasdaq Omx Nordic,SEK
AM.PA,DASSAULT AVIATION SA,Industrials,Equity,France,AM,Nyse Euronext - Euronext Paris,EUR
IPN.PA,IPSEN SA,Health Care,Equity,France,IPN,Nyse Euronext - Euronext Paris,EUR
QBR-B.TO,QUEBECOR INC CLASS B,Communication,Equity,Canada,QBR.B,Toronto Stock Exchange,CAD
BKW.SW,BKW N AG,Utilities,Equity,Switzerland,BKW,SIX Swiss Exchange,CHF
BEPC.TO,BROOKFIELD RENEWABLE SUBORDINATE V,Utilities,Equity,Canada,BEPC,Toronto Stock Exchange,CAD
S63.SI,SINGAPORE TECHNOLOGIES ENGINEERING,Industrials,Equity,Singapore,S63,Singapore Exchange,SGD
RCO.PA,REMY COINTREAU SA,Consumer Staples,Equity,France,RCO,Nyse Euronext - Euronext Paris,EUR
S68.SI,SINGAPORE EXCHANGE LTD,Financials,Equity,Singapore,S68,Singapore Exchange,SGD
SAGA-B.ST,SAGAX CLASS B,Real Estate,Equity,Sweden,SAGA B,Nasdaq Omx Nordic,SEK
UHRN.SW,THE SWATCH GROUP AG,Consumer Discretionary,Equity,Switzerland,UHRN,SIX Swiss Exchange,CHF
M44U.SI,MAPLETREE LOGISTICS TRUST UNITS,Real Estate,Equity,Singapore,M44U,Singapore Exchange,SGD
WLK,WESTLAKE CORP,Materials,Equity,United States,WLK,New York Stock Exchange Inc.,USD
ONEX.TO,ONEX CORP,Financials,Equity,Canada,ONEX,Toronto Stock Exchange,CAD
CLVT,CLARIVATE PLC,Industrials,Equity,United States,CLVT,New York Stock Exchange Inc.,USD
LLC.AX,LENDLEASE GROUP STAPLED UNITS,Real Estate,Equity,Australia,LLC,Asx - All Markets,AUD
6586.T,MAKITA CORP,Industrials,Equity,Japan,6586,Tokyo Stock Exchange,JPY
INW.MI,INFRASTRUTTURE WIRELESS ITALIANE,Communication,Equity,Italy,INW,Borsa Italiana,EUR
HUSQ-B.ST,HUSQVARNA,Industrials,Equity,Sweden,HUSQ B,Nasdaq Omx Nordic,SEK
LUMN,LUMEN TECHNOLOGIES INC,Communication,Equity,United States,LUMN,New York Stock Exchange Inc.,USD
AMP.MI,AMPLIFON,Health Care,Equity,Italy,AMP,Borsa Italiana,EUR
DISH,DISH NETWORK CORP CLASS A,Communication,Equity,United States,DISH,NASDAQ,USD
KOG.OL,KONGSBERG GRUPPEN,Industrials,Equity,Norway,KOG,Oslo Bors Asa,NOK
HL.L,HARGREAVES LANSDOWN PLC,Financials,Equity,United Kingdom,HL.,London Stock Exchange,GBP
HIK.L,HIKMA PHARMACEUTICALS PLC,Health Care,Equity,United Kingdom,HIK,London Stock Exchange,GBP
2433.T,HAKUHODO DY HOLDINGS INC,Communication,Equity,Japan,2433,Tokyo Stock Exchange,JPY
BC8.DE,BECHTLE AG,Information Technology,Equity,Germany,BC8,Xetra,EUR
CU.TO,CANADIAN UTILITIES LTD CLASS A,Utilities,Equity,Canada,CU,Toronto Stock Exchange,CAD
COV.PA,COVIVIO SA,Real Estate,Equity,France,COV,Nyse Euronext - Euronext Paris,EUR
PKI.TO,PARKLAND CORP,Energy,Equity,Canada,PKI,Toronto Stock Exchange,CAD
REH.AX,REECE LTD,Industrials,Equity,Australia,REH,Asx - All Markets,AUD
PAAS.TO,PAN AMERICAN SILVER CORP,Materials,Equity,Canada,PAAS,Toronto Stock Exchange,CAD
DEMANT.CO,DEMANT,Health Care,Equity,Denmark,DEMANT,Omx Nordic Exchange Copenhagen A/S,DKK
BCE.TO,BCE INC,Communication,Equity,Canada,BCE,Toronto Stock Exchange,CAD
0012.HK,HENDERSON LAND DEVELOPMENT LTD,Real Estate,Equity,Hong Kong,12,Hong Kong Exchanges And Clearing Ltd,HKD
LATO-B.ST,LATOUR INVESTMENT CLASS B,Industrials,Equity,Sweden,LATO B,Nasdaq Omx Nordic,SEK
LBTYA,LIBERTY GLOBAL PLC CLASS A,Communication,Equity,United States,LBTYA,NASDAQ,USD
6383.T,DAIFUKU LTD,Industrials,Equity,Japan,6383,Tokyo Stock Exchange,JPY
3003.T,HULIC LTD,Real Estate,Equity,Japan,3003,Tokyo Stock Exchange,JPY
RAA.DE,RATIONAL AG,Industrials,Equity,Germany,RAA,Xetra,EUR
CAR-UN.TO,CANADIAN APARTMENT PROPERTIES REAL,Real Estate,Equity,Canada,CAR.UN,Toronto Stock Exchange,CAD
SIRI,SIRIUS XM HOLDINGS INC,Communication,Equity,United States,SIRI,NASDAQ,USD
NEM.DE,NEMETSCHEK,Information Technology,Equity,Germany,NEM,Xetra,EUR
HOLM-B.ST,HOLMEN CLASS B,Materials,Equity,Sweden,HOLM B,Nasdaq Omx Nordic,SEK
0083.HK,SINO LAND LTD,Real Estate,Equity,Hong Kong,83,Hong Kong Exchanges And Clearing Ltd,HKD
LSXMA,LIBERTY MEDIA LIBERTY SIRIUSXM COR,Communication,Equity,United States,LSXMA,NASDAQ,USD
JDEP.AS,JDE PEETS NV,Consumer Staples,Equity,Netherlands,JDEP,Euronext Amsterdam,EUR
DOO.TO,BRP SUBORDINATE VOTING INC,Consumer Discretionary,Equity,Canada,DOO,Toronto Stock Exchange,CAD
SK.PA,SEB SA,Consumer Discretionary,Equity,France,SK,Nyse Euronext - Euronext Paris,EUR
2587.T,SUNTORY BEVERAGE & FOOD LTD,Consumer Staples,Equity,Japan,2587,Tokyo Stock Exchange,JPY
BANB.SW,BACHEM HOLDING AG,Health Care,Equity,Switzerland,BANB,SIX Swiss Exchange,CHF
4185.T,JSR CORP,Materials,Equity,Japan,4185,Tokyo Stock Exchange,JPY
6806.T,HIROSE ELECTRIC LTD,Information Technology,Equity,Japan,6806,Tokyo Stock Exchange,JPY
1972.HK,SWIRE PROPERTIES LTD,Real Estate,Equity,Hong Kong,1972,Hong Kong Exchanges And Clearing Ltd,HKD
MCY.NZ,MERCURY NZ LTD,Utilities,Equity,New Zealand,MCY,New Zealand Exchange Ltd,NZD
ELUX-B.ST,ELECTROLUX CLASS B,Consumer Discretionary,Equity,Sweden,ELUX B,Nasdaq Omx Nordic,SEK
N2IU.SI,MAPLETREE PAN ASIA COMMERCIAL TRUS,Real Estate,Equity,Singapore,N2IU,Singapore Exchange,SGD
REI-UN.TO,RIOCAN REAL ESTATE INVESTMENT TRUS,Real Estate,Equity,Canada,REI.UN,Toronto Stock Exchange,CAD
IGM.TO,IGM FINANCIAL INC,Financials,Equity,Canada,IGM,Toronto Stock Exchange,CAD
0017.HK,NEW WORLD DEVELOPMENT COMPANY LTD,Real Estate,Equity,Hong Kong,17,Hong Kong Exchanges And Clearing Ltd,HKD
4183.T,MITSUI CHEMICALS INC,Materials,Equity,Japan,4183,Tokyo Stock Exchange,JPY
BN4.SI,KEPPEL LTD,Industrials,Equity,Singapore,BN4,Singapore Exchange,SGD
CAE.TO,CAE INC,Industrials,Equity,Canada,CAE,Toronto Stock Exchange,CAD
WTB.L,WHITBREAD PLC,Consumer Discretionary,Equity,United Kingdom,WTB,London Stock Exchange,GBP
6201.T,TOYOTA INDUSTRIES CORP,Industrials,Equity,Japan,6201,Tokyo Stock Exchange,JPY
YAR.OL,YARA INTERNATIONAL,Materials,Equity,Norway,YAR,Oslo Bors Asa,NOK
6701.T,NEC CORP,Information Technology,Equity,Japan,6701,Tokyo Stock Exchange,JPY
CTC-A.TO,CANADIAN TIRE LTD CLASS A,Consumer Discretionary,Equity,Canada,CTC.A,Toronto Stock Exchange,CAD
SKF-B.ST,SKF B,Industrials,Equity,Sweden,SKF B,Nasdaq Omx Nordic,SEK
LBTYK,LIBERTY GLOBAL PLC CLASS C,Communication,Equity,United States,LBTYK,NASDAQ,USD
4612.T,NIPPON PAINT HOLDINGS LTD,Materials,Equity,Japan,4612,Tokyo Stock Exchange,JPY
DSG.TO,DESCARTES SYSTEMS GROUP INC,Information Technology,Equity,Canada,DSG,Toronto Stock Exchange,CAD
6479.T,MINEBEA MITSUMI INC,Industrials,Equity,Japan,6479,Tokyo Stock Exchange,JPY
ENX.PA,EURONEXT NV,Financials,Equity,France,ENX,Nyse Euronext - Euronext Paris,EUR
OMV.VI,OMV AG,Energy,Equity,Austria,OMV,Wiener Boerse Ag,EUR
IAG.TO,IA FINANCIAL INC,Financials,Equity,Canada,IAG,Toronto Stock Exchange,CAD
C38U.SI,CAPITALAND INTEGRATED COMMERCIAL T,Real Estate,Equity,Singapore,C38U,Singapore Exchange,SGD
8697.T,JAPAN EXCHANGE GROUP INC,Financials,Equity,Japan,8697,Tokyo Stock Exchange,JPY
SIGN.SW,SIG GROUP N AG,Materials,Equity,Switzerland,SIGN,SIX Swiss Exchange,CHF
PUM.DE,PUMA,Consumer Discretionary,Equity,Germany,PUM,Xetra,EUR
KGF.L,KINGFISHER PLC,Consumer Discretionary,Equity,United Kingdom,KGF,London Stock Exchange,GBP
HEN.DE,HENKEL AG,Consumer Staples,Equity,Germany,HEN,Xetra,EUR
3626.T,TIS INC,Information Technology,Equity,Japan,3626,Tokyo Stock Exchange,JPY
RBA.TO,RITCHIE BROS AUCTIONEERS INC,Industrials,Equity,Canada,RBA,Toronto Stock Exchange,CAD
8473.T,SBI HOLDINGS INC,Financials,Equity,Japan,8473,Tokyo Stock Exchange,JPY
CCL-B.TO,CCL INDUSTRIES INC CLASS B,Materials,Equity,Canada,CCL.B,Toronto Stock Exchange,CAD
A17U.SI,CAPITALAND ASCENDAS REIT,Real Estate,Equity,Singapore,A17U,Singapore Exchange,SGD
BSL.AX,BLUESCOPE STEEL LTD,Materials,Equity,Australia,BSL,Asx - All Markets,AUD
G1A.DE,GEA GROUP AG,Industrials,Equity,Germany,G1A,Xetra,EUR
AIZ,ASSURANT INC,Financials,Equity,United States,AIZ,New York Stock Exchange Inc.,USD
TIH.TO,TOROMONT INDUSTRIES LTD,Industrials,Equity,Canada,TIH,Toronto Stock Exchange,CAD
SGP.AX,STOCKLAND STAPLED UNITS LTD,Real Estate,Equity,Australia,SGP,Asx - All Markets,AUD
SAP.TO,SAPUTO INC,Consumer Staples,Equity,Canada,SAP,Toronto Stock Exchange,CAD
IVZ,INVESCO LTD,Financials,Equity,United States,IVZ,New York Stock Exchange Inc.,USD
EFN.TO,ELEMENT FLEET MANAGEMENT CORP,Financials,Equity,Canada,EFN,Toronto Stock Exchange,CAD
ADEN.SW,ADECCO GROUP AG,Industrials,Equity,Switzerland,ADEN,SIX Swiss Exchange,CHF
MOWI.OL,MOWI,Consumer Staples,Equity,Norway,MOWI,Oslo Bors Asa,NOK
UMI.BR,UMICORE SA,Materials,Equity,Belgium,UMI,Nyse Euronext - Euronext Brussels,EUR
EPI-B.ST,EPIROC CLASS B,Industrials,Equity,Sweden,EPI B,Nasdaq Omx Nordic,SEK
DAL,DELTA AIR LINES INC,Industrials,Equity,United States,DAL,New York Stock Exchange Inc.,USD
7202.T,ISUZU MOTORS LTD,Consumer Discretionary,Equity,Japan,7202,Tokyo Stock Exchange,JPY
ERIE,ERIE INDEMNITY CLASS A,Financials,Equity,United States,ERIE,NASDAQ,USD
GALP.LS,GALP ENERGIA SGPS SA,Energy,Equity,Portugal,GALP,Nyse Euronext - Euronext Lisbon,EUR
GIL.TO,GILDAN ACTIVEWEAR INC,Consumer Discretionary,Equity,Canada,GIL,Toronto Stock Exchange,CAD
8984.T,DAIWA HOUSE REIT CORP,Real Estate,Equity,Japan,8984,Tokyo Stock Exchange,JPY
ELE.MC,ENDESA SA,Utilities,Equity,Spain,ELE,Bolsa De Madrid,EUR
LNC,LINCOLN NATIONAL CORP,Financials,Equity,United States,LNC,New York Stock Exchange Inc.,USD
3283.T,NIPPON PROLOGIS REIT INC,Real Estate,Equity,Japan,3283,Tokyo Stock Exchange,JPY
SKA-B.ST,SKANSKA B,Industrials,Equity,Sweden,SKA B,Nasdaq Omx Nordic,SEK
DXS.AX,DEXUS STAPLED UNITS,Real Estate,Equity,Australia,DXS,Asx - All Markets,AUD
2801.T,KIKKOMAN CORP,Consumer Staples,Equity,Japan,2801,Tokyo Stock Exchange,JPY
SPK.NZ,SPARK NEW ZEALAND LTD,Communication,Equity,New Zealand,SPK,New Zealand Exchange Ltd,NZD
NWL,NEWELL BRANDS INC,Consumer Discretionary,Equity,United States,NWL,NASDAQ,USD
GPT.AX,GPT GROUP STAPLED UNITS,Real Estate,Equity,Australia,GPT,Asx - All Markets,AUD
5201.T,AGC INC,Industrials,Equity,Japan,5201,Tokyo Stock Exchange,JPY
JMT.LS,JERONIMO MARTINS SA,Consumer Staples,Equity,Portugal,JMT,Nyse Euronext - Euronext Lisbon,EUR
9697.T,CAPCOM LTD,Communication,Equity,Japan,9697,Tokyo Stock Exchange,JPY
MGR.AX,MIRVAC GROUP STAPLED UNITS,Real Estate,Equity,Australia,MGR,Asx - All Markets,AUD
WU,WESTERN UNION,Information Technology,Equity,United States,WU,New York Stock Exchange Inc.,USD
INDT.ST,INDUTRADE,Industrials,Equity,Sweden,INDT,Nasdaq Omx Nordic,SEK
AKE.PA,ARKEMA SA,Materials,Equity,France,AKE,Nyse Euronext - Euronext Paris,EUR
8953.T,JAPAN METROPOLITAN FUND INVESTMENT,Real Estate,Equity,Japan,8953,Tokyo Stock Exchange,JPY
LSXMK,LIBERTY MEDIA LIBERTY SIRIUSXM COR,Communication,Equity,United States,LSXMK,NASDAQ,USD
MHK,MOHAWK INDUSTRIES INC,Consumer Discretionary,Equity,United States,MHK,New York Stock Exchange Inc.,USD
CG,CARLYLE GROUP INC,Financials,Equity,United States,CG,NASDAQ,USD
CYBR,CYBER ARK SOFTWARE LTD,Information Technology,Equity,Israel,CYBR,NASDAQ,ILS
CPR.MI,DAVIDE CAMPARI MILANO NV,Consumer Staples,Equity,Italy,CPR,Borsa Italiana,EUR
LAND.L,LAND SECURITIES GROUP REIT PLC,Real Estate,Equity,United Kingdom,LAND,London Stock Exchange,GBP
2897.T,NISSIN FOODS HOLDINGS LTD,Consumer Staples,Equity,Japan,2897,Tokyo Stock Exchange,JPY
TEMN.SW,TEMENOS AG,Information Technology,Equity,Switzerland,TEMN,SIX Swiss Exchange,CHF
VER.VI,VERBUND AG,Utilities,Equity,Austria,VER,Wiener Boerse Ag,EUR
VOW.DE,VOLKSWAGEN AG,Consumer Discretionary,Equity,Germany,VOW,Xetra,EUR
